"name","word","count"
"holmes","holmes",457
"little","little",269
"time","time",150
"door","door",140
"matter","matter",125
"heard","heard",113
"hand","hand",112
"house","house",112
"found","found",107
"morning","morning",99
"tell","tell",98
"sherlock","sherlock",96
"eyes","eyes",87
"miss","miss",87
"day","day",85
"left","left",84
"street","street",82
"round","round",81
"watson","watson",81
"sir","sir",78
"night","night",76
"business","business",73
"light","light",73
"look","look",73
"father","father",72
"hands","hands",72
"seen","seen",72
"lady","lady",71
"window","window",70
"cried","cried",69
"friend","friend",69
"head","head",67
"doubt","doubt",64
"remarked","remarked",64
"indeed","indeed",62
"name","name",62
"course","course",59
"woman","woman",59
"mind","mind",58
"answered","answered",56
"chair","chair",56
"dear","dear",56
"sat","sat",54
"wife","wife",52
"looked","looked",51
"brought","brought",50
"front","front",50
"hardly","hardly",50
"told","told",50
"black","black",49
"leave","leave",48
"understand","understand",48
"help","help",47
"life","life",47
"suddenly","suddenly",47
"home","home",46
"minutes","minutes",46
"son","son",46
"strange","strange",46
"words","words",46
"papers","papers",45
"fire","fire",44
"gone","gone",44
"hair","hair",44
"wish","wish",44
"call","call",43
"hat","hat",43
"looking","looking",43
"money","money",43
"police","police",43
"table","table",43
"baker","baker",42
"days","days",42
"gentleman","gentleman",42
"lay","lay",42
"pounds","pounds",42
"passed","passed",41
"pray","pray",41
"set","set",41
"lord","lord",40
"met","met",40
"word","word",40
"half","half",39
"london","london",39
"paper","paper",39
"simon","simon",39
"soon","soon",39
"bed","bed",38
"dark","dark",37
"lestrade","lestrade",37
"save","save",37
"evening","evening",36
"read","read",36
"returned","returned",36
"believe","believe",35
"five","five",35
"question","question",35
"stood","stood",35
"doctor","doctor",34
"moment","moment",34
"rucastle","rucastle",34
"story","story",34
"entered","entered",33
"mccarthy","mccarthy",33
"oclock","oclock",33
"rushed","rushed",33
"singular","singular",33
"strong","strong",33
"corner","corner",32
"crime","crime",32
"else","else",32
"fellow","fellow",32
"hear","hear",32
"hour","hour",32
"laid","laid",32
"none","none",32
"waiting","waiting",32
"able","able",31
"client","client",31
"forward","forward",31
"hope","hope",31
"instant","instant",31
"near","near",31
"note","note",31
"road","road",31
"sound","sound",31
"companion","companion",30
"country","country",30
"death","death",30
"family","family",30
"ten","ten",30
"dont","dont",29
"heavy","heavy",29
"imagine","imagine",29
"inspector","inspector",29
"letter","letter",29
"obvious","obvious",29
"stone","stone",29
"threw","threw",29
"true","true",29
"colonel","colonel",28
"coming","coming",28
"cry","cry",28
"cut","cut",28
"fear","fear",28
"feet","feet",28
"lost","lost",28
"manner","manner",28
"ran","ran",28
"red","red",28
"seven","seven",28
"walked","walked",28
"absolutely","absolutely",27
"ago","ago",27
"air","air",27
"appeared","appeared",27
"coronet","coronet",27
"floor","floor",27
"goose","goose",27
"hard","hard",27
"late","late",27
"letters","letters",27
"remember","remember",27
"spoke","spoke",27
"cab","cab",26
"called","called",26
"drove","drove",26
"god","god",26
"marriage","marriage",26
"reason","reason",26
"sister","sister",26
"thank","thank",26
"visitor","visitor",26
"white","white",26
"address","address",25
"beside","beside",25
"chance","chance",25
"dress","dress",25
"followed","followed",25
"held","held",25
"king","king",25
"led","led",25
"married","married",25
"mine","mine",25
"people","people",25
"photograph","photograph",25
"square","square",25
"week","week",25
"windows","windows",25
"attention","attention",24
"eye","eye",24
"friends","friends",24
"heart","heart",24
"john","john",24
"nature","nature",24
"office","office",24
"outside","outside",24
"rose","rose",24
"silence","silence",24
"six","six",24
"started","started",24
"steps","steps",24
"struck","struck",24
"blue","blue",23
"bring","bring",23
"clair","clair",23
"deep","deep",23
"glancing","glancing",23
"grey","grey",23
"happened","happened",23
"hours","hours",23
"idea","idea",23
"lamp","lamp",23
"lane","lane",23
"past","past",23
"quick","quick",23
"ready","ready",23
"sort","sort",23
"sprang","sprang",23
"standing","standing",23
"tonight","tonight",23
"carried","carried",22
"closed","closed",22
"daughter","daughter",22
"drawn","drawn",22
"dressed","dressed",22
"easy","easy",22
"girl","girl",22
"glanced","glanced",22
"hosmer","hosmer",22
"hurried","hurried",22
"observed","observed",22
"occurred","occurred",22
"passage","passage",22
"person","person",22
"pocket","pocket",22
"poor","poor",22
"position","position",22
"seeing","seeing",22
"short","short",22
"station","station",22
"step","step",22
"town","town",22
"afraid","afraid",21
"body","body",21
"city","city",21
"cold","cold",21
"considerable","considerable",21
"danger","danger",21
"ground","ground",21
"holder","holder",21
"husband","husband",21
"ill","ill",21
"mary","mary",21
"mystery","mystery",21
"quiet","quiet",21
"remarkable","remarkable",21
"sight","sight",21
"thin","thin",21
"train","train",21
"account","account",20
"bird","bird",20
"carriage","carriage",20
"caught","caught",20
"cause","cause",20
"experience","experience",20
"fashion","fashion",20
"fresh","fresh",20
"hunter","hunter",20
"laughed","laughed",20
"matters","matters",20
"mean","mean",20
"mother","mother",20
"opinion","opinion",20
"quietly","quietly",20
"safe","safe",20
"sent","sent",20
"shown","shown",20
"speak","speak",20
"talk","talk",20
"towards","towards",20
"turner","turner",20
"wilson","wilson",20
"written","written",20
"advertisement","advertisement",19
"advice","advice",19
"angel","angel",19
"character","character",19
"close","close",19
"colour","colour",19
"details","details",19
"direction","direction",19
"effect","effect",19
"england","england",19
"entirely","entirely",19
"extraordinary","extraordinary",19
"figure","figure",19
"finally","finally",19
"frank","frank",19
"hall","hall",19
"line","line",19
"maid","maid",19
"means","means",19
"observe","observe",19
"peculiar","peculiar",19
"placed","placed",19
"pool","pool",19
"public","public",19
"reached","reached",19
"redheaded","redheaded",19
"rest","rest",19
"return","return",19
"secret","secret",19
"sign","sign",19
"silent","silent",19
"slowly","slowly",19
"stepfather","stepfather",19
"stoner","stoner",19
"suppose","suppose",19
"voice","voice",19
"wait","wait",19
"weeks","weeks",19
"windibank","windibank",19
"wont","wont",19
"adventure","adventure",18
"afterwards","afterwards",18
"bedroom","bedroom",18
"child","child",18
"clothes","clothes",18
"coat","coat",18
"dead","dead",18
"drive","drive",18
"excellent","excellent",18
"fell","fell",18
"garden","garden",18
"glad","glad",18
"happy","happy",18
"hundred","hundred",18
"james","james",18
"lips","lips",18
"listened","listened",18
"locked","locked",18
"love","love",18
"low","low",18
"neville","neville",18
"news","news",18
"pipe","pipe",18
"remained","remained",18
"serious","serious",18
"simple","simple",18
"single","single",18
"tomorrow","tomorrow",18
"wedding","wedding",18
"appears","appears",17
"arthur","arthur",17
"breakfast","breakfast",17
"company","company",17
"dreadful","dreadful",17
"evidence","evidence",17
"feel","feel",17
"feeling","feeling",17
"geese","geese",17
"glance","glance",17
"hatherley","hatherley",17
"innocent","innocent",17
"instantly","instantly",17
"laughing","laughing",17
"meet","meet",17
"miles","miles",17
"pulled","pulled",17
"sit","sit",17
"surprised","surprised",17
"times","times",17
"adler","adler",16
"appearance","appearance",16
"arms","arms",16
"arrived","arrived",16
"boots","boots",16
"boy","boy",16
"bright","bright",16
"brown","brown",16
"centre","centre",16
"chamber","chamber",16
"change","change",16
"cleared","cleared",16
"confess","confess",16
"determined","determined",16
"drew","drew",16
"dropped","dropped",16
"events","events",16
"examined","examined",16
"explain","explain",16
"gold","gold",16
"importance","importance",16
"impression","impression",16
"key","key",16
"kindly","kindly",16
"league","league",16
"lock","lock",16
"majesty","majesty",16
"neither","neither",16
"shook","shook",16
"shoulders","shoulders",16
"sitting","sitting",16
"smiling","smiling",16
"sudden","sudden",16
"surprise","surprise",16
"third","third",16
"trust","trust",16
"twice","twice",16
"whatever","whatever",16
"whispered","whispered",16
"afternoon","afternoon",15
"answer","answer",15
"armchair","armchair",15
"boscombe","boscombe",15
"box","box",15
"care","care",15
"caused","caused",15
"comes","comes",15
"coroner","coroner",15
"deal","deal",15
"didnt","didnt",15
"engaged","engaged",15
"excuse","excuse",15
"fancy","fancy",15
"foot","foot",15
"force","force",15
"irene","irene",15
"live","live",15
"machine","machine",15
"object","object",15
"openshaw","openshaw",15
"pay","pay",15
"probably","probably",15
"sharp","sharp",15
"sittingroom","sittingroom",15
"slight","slight",15
"taking","taking",15
"terrible","terrible",15
"thumb","thumb",15
"toller","toller",15
"view","view",15
"waited","waited",15
"walk","walk",15
"water","water",15
"witness","witness",15
"wooden","wooden",15
"wrong","wrong",15
"yard","yard",15
"absolute","absolute",14
"affair","affair",14
"age","age",14
"amid","amid",14
"assistant","assistant",14
"bad","bad",14
"bell","bell",14
"bent","bent",14
"blood","blood",14
"broke","broke",14
"church","church",14
"claim","claim",14
"clay","clay",14
"continued","continued",14
"court","court",14
"den","den",14
"difficult","difficult",14
"envelope","envelope",14
"features","features",14
"follow","follow",14
"german","german",14
"hotel","hotel",14
"impossible","impossible",14
"lodge","lodge",14
"lying","lying",14
"mans","mans",14
"monday","monday",14
"pale","pale",14
"pass","pass",14
"precisely","precisely",14
"private","private",14
"professional","professional",14
"promise","promise",14
"pushed","pushed",14
"reading","reading",14
"received","received",14
"result","result",14
"ring","ring",14
"roylott","roylott",14
"run","run",14
"scene","scene",14
"society","society",14
"stairs","stairs",14
"sum","sum",14
"swiftly","swiftly",14
"truth","truth",14
"ventilator","ventilator",14
"wall","wall",14
"world","world",14
"wrote","wrote",14
"band","band",13
"bank","bank",13
"besides","besides",13
"break","break",13
"broad","broad",13
"cellar","cellar",13
"charge","charge",13
"clue","clue",13
"common","common",13
"darkness","darkness",13
"deduce","deduce",13
"died","died",13
"edge","edge",13
"eight","eight",13
"evidently","evidently",13
"example","example",13
"expected","expected",13
"finger","finger",13
"frightened","frightened",13
"gems","gems",13
"glass","glass",13
"heavily","heavily",13
"hes","hes",13
"horner","horner",13
"horrible","horrible",13
"inside","inside",13
"knowledge","knowledge",13
"lit","lit",13
"mad","mad",13
"missing","missing",13
"months","months",13
"moran","moran",13
"nearly","nearly",13
"noble","noble",13
"presence","presence",13
"raise","raise",13
"ross","ross",13
"running","running",13
"send","send",13
"shot","shot",13
"shoulder","shoulder",13
"signs","signs",13
"situation","situation",13
"slipped","slipped",13
"start","start",13
"thick","thick",13
"tried","tried",13
"uncle","uncle",13
"usual","usual",13
"walking","walking",13
"yellow","yellow",13
"yesterday","yesterday",13
"action","action",12
"alive","alive",12
"beg","beg",12
"blow","blow",12
"bradstreet","bradstreet",12
"broken","broken",12
"building","building",12
"cant","cant",12
"carry","carry",12
"chin","chin",12
"complete","complete",12
"copper","copper",12
"deeply","deeply",12
"double","double",12
"draw","draw",12
"firm","firm",12
"following","following",12
"grew","grew",12
"honour","honour",12
"houses","houses",12
"human","human",12
"inquiry","inquiry",12
"investigation","investigation",12
"iron","iron",12
"kept","kept",12
"lascar","lascar",12
"lawn","lawn",12
"lens","lens",12
"lived","lived",12
"looks","looks",12
"madam","madam",12
"merryweather","merryweather",12
"narrative","narrative",12
"pair","pair",12
"passing","passing",12
"perfectly","perfectly",12
"piece","piece",12
"power","power",12
"practice","practice",12
"pretty","pretty",12
"reach","reach",12
"real","real",12
"results","results",12
"sheet","sheet",12
"shining","shining",12
"sometimes","sometimes",12
"spoken","spoken",12
"statement","statement",12
"streets","streets",12
"subject","subject",12
"tall","tall",12
"theres","theres",12
"throwing","throwing",12
"traces","traces",12
"trouble","trouble",12
"twenty","twenty",12
"weary","weary",12
"wished","wished",12
"wonder","wonder",12
"worn","worn",12
"writing","writing",12
"acquaintance","acquaintance",11
"alice","alice",11
"american","american",11
"arm","arm",11
"beautiful","beautiful",11
"beeches","beeches",11
"beyond","beyond",11
"briony","briony",11
"connection","connection",11
"contrary","contrary",11
"couple","couple",11
"creature","creature",11
"curious","curious",11
"earth","earth",11
"evil","evil",11
"examination","examination",11
"exceedingly","exceedingly",11
"fall","fall",11
"fine","fine",11
"fingers","fingers",11
"fixed","fixed",11
"formed","formed",11
"horror","horror",11
"huge","huge",11
"influence","influence",11
"jones","jones",11
"keen","keen",11
"lad","lad",11
"law","law",11
"learn","learn",11
"lip","lip",11
"narrow","narrow",11
"neighbourhood","neighbourhood",11
"nine","nine",11
"official","official",11
"ones","ones",11
"opium","opium",11
"pips","pips",11
"possibly","possibly",11
"precious","precious",11
"presume","presume",11
"purpose","purpose",11
"raised","raised",11
"reasoning","reasoning",11
"remark","remark",11
"returning","returning",11
"rich","rich",11
"ryder","ryder",11
"sake","sake",11
"scandal","scandal",11
"scotland","scotland",11
"search","search",11
"seat","seat",11
"sleep","sleep",11
"stoke","stoke",11
"strength","strength",11
"throw","throw",11
"thrust","thrust",11
"trap","trap",11
"unless","unless",11
"value","value",11
"violence","violence",11
"west","west",11
"womans","womans",11
"affairs","affairs",10
"america","america",10
"angry","angry",10
"assistance","assistance",10
"astonishment","astonishment",10
"attempt","attempt",10
"aware","aware",10
"banker","banker",10
"bar","bar",10
"beneath","beneath",10
"bohemia","bohemia",10
"carefully","carefully",10
"ceiling","ceiling",10
"cheeks","cheeks",10
"christmas","christmas",10
"conversation","conversation",10
"convinced","convinced",10
"data","data",10
"doran","doran",10
"dozen","dozen",10
"ears","ears",10
"easily","easily",10
"empty","empty",10
"fallen","fallen",10
"farther","farther",10
"fastened","fastened",10
"fathers","fathers",10
"frequently","frequently",10
"george","george",10
"grounds","grounds",10
"henry","henry",10
"horsham","horsham",10
"hydraulic","hydraulic",10
"immense","immense",10
"intention","intention",10
"knees","knees",10
"latter","latter",10
"lead","lead",10
"learned","learned",10
"lose","lose",10
"loss","loss",10
"managed","managed",10
"marked","marked",10
"marks","marks",10
"master","master",10
"memory","memory",10
"mere","mere",10
"merely","merely",10
"metal","metal",10
"mouth","mouth",10
"occasionally","occasionally",10
"orange","orange",10
"pavement","pavement",10
"peterson","peterson",10
"picked","picked",10
"play","play",10
"press","press",10
"prisoner","prisoner",10
"probable","probable",10
"profession","profession",10
"putting","putting",10
"questioning","questioning",10
"saying","saying",10
"seized","seized",10
"shadow","shadow",10
"shutters","shutters",10
"sinister","sinister",10
"smoke","smoke",10
"snow","snow",10
"sorry","sorry",10
"soul","soul",10
"spent","spent",10
"spite","spite",10
"study","study",10
"suit","suit",10
"surely","surely",10
"sutherland","sutherland",10
"thrown","thrown",10
"top","top",10
"unfortunate","unfortunate",10
"upstairs","upstairs",10
"vague","vague",10
"vanished","vanished",10
"visit","visit",10
"whistle","whistle",10
"wild","wild",10
"winchester","winchester",10
"wind","wind",10
"wood","wood",10
"worth","worth",10
"youll","youll",10
"alarm","alarm",9
"allowed","allowed",9
"anger","anger",9
"anxious","anxious",9
"appointment","appointment",9
"arrested","arrested",9
"bag","bag",9
"books","books",9
"bowed","bowed",9
"bureau","bureau",9
"cigar","cigar",9
"circle","circle",9
"circumstances","circumstances",9
"concerned","concerned",9
"conduct","conduct",9
"continue","continue",9
"correct","correct",9
"corridor","corridor",9
"covered","covered",9
"curiosity","curiosity",9
"deadly","deadly",9
"disappearance","disappearance",9
"disappeared","disappeared",9
"dog","dog",9
"duty","duty",9
"dying","dying",9
"ear","ear",9
"endeavoured","endeavoured",9
"english","english",9
"estate","estate",9
"explained","explained",9
"explanation","explanation",9
"extreme","extreme",9
"eyford","eyford",9
"familiar","familiar",9
"fate","fate",9
"favour","favour",9
"field","field",9
"fifty","fifty",9
"finding","finding",9
"finished","finished",9
"fit","fit",9
"folk","folk",9
"form","form",9
"fortune","fortune",9
"free","free",9
"furniture","furniture",9
"future","future",9
"gained","gained",9
"goes","goes",9
"goodness","goodness",9
"grass","grass",9
"habits","habits",9
"handkerchief","handkerchief",9
"heavens","heavens",9
"hot","hot",9
"hurry","hurry",9
"incident","incident",9
"ink","ink",9
"jabez","jabez",9
"journey","journey",9
"keenly","keenly",9
"ladies","ladies",9
"leaving","leaving",9
"lie","lie",9
"lies","lies",9
"living","living",9
"makes","makes",9
"medical","medical",9
"methods","methods",9
"natural","natural",9
"naturally","naturally",9
"neck","neck",9
"nervous","nervous",9
"notes","notes",9
"offered","offered",9
"paid","paid",9
"path","path",9
"pistol","pistol",9
"plain","plain",9
"pleasure","pleasure",9
"post","post",9
"presently","presently",9
"prevent","prevent",9
"prove","prove",9
"quarter","quarter",9
"rain","rain",9
"recovered","recovered",9
"reward","reward",9
"rising","rising",9
"roylotts","roylotts",9
"salesman","salesman",9
"saved","saved",9
"secure","secure",9
"sense","sense",9
"shaking","shaking",9
"shortly","shortly",9
"shouted","shouted",9
"sofa","sofa",9
"solution","solution",9
"solved","solved",9
"stair","stair",9
"star","star",9
"stark","stark",9
"stepped","stepped",9
"stop","stop",9
"stretched","stretched",9
"strike","strike",9
"success","success",9
"suggested","suggested",9
"sunk","sunk",9
"talking","talking",9
"theory","theory",9
"thirty","thirty",9
"thoroughly","thoroughly",9
"touch","touch",9
"track","track",9
"trivial","trivial",9
"twisted","twisted",9
"upper","upper",9
"wear","wear",9
"wrist","wrist",9
"write","write",9
"yards","yards",9
"agent","agent",8
"appear","appear",8
"bearing","bearing",8
"beauty","beauty",8
"bill","bill",8
"bottom","bottom",8
"breaking","breaking",8
"bridge","bridge",8
"capital","capital",8
"careful","careful",8
"carrying","carrying",8
"catch","catch",8
"ceased","ceased",8
"chain","chain",8
"clearing","clearing",8
"club","club",8
"coffee","coffee",8
"column","column",8
"commonplace","commonplace",8
"companions","companions",8
"conclusion","conclusion",8
"conclusions","conclusions",8
"consult","consult",8
"countess","countess",8
"criminal","criminal",8
"crop","crop",8
"dashed","dashed",8
"date","date",8
"definite","definite",8
"description","description",8
"difficulty","difficulty",8
"discovered","discovered",8
"distance","distance",8
"doctors","doctors",8
"driven","driven",8
"drop","drop",8
"emerged","emerged",8
"exactly","exactly",8
"expect","expect",8
"expression","expression",8
"flight","flight",8
"flora","flora",8
"fortunate","fortunate",8
"frockcoat","frockcoat",8
"furnished","furnished",8
"getting","getting",8
"glasses","glasses",8
"gloom","gloom",8
"goodnight","goodnight",8
"grimesby","grimesby",8
"habit","habit",8
"harm","harm",8
"heads","heads",8
"hold","hold",8
"horse","horse",8
"household","household",8
"hum","hum",8
"hung","hung",8
"information","information",8
"instead","instead",8
"ive","ive",8
"land","land",8
"lantern","lantern",8
"lives","lives",8
"lodgings","lodgings",8
"mark","mark",8
"market","market",8
"middle","middle",8
"mistaken","mistaken",8
"nights","nights",8
"nose","nose",8
"page","page",8
"pain","pain",8
"park","park",8
"passion","passion",8
"patient","patient",8
"pity","pity",8
"plainly","plainly",8
"please","please",8
"pockets","pockets",8
"proof","proof",8
"reasons","reasons",8
"remain","remain",8
"robbery","robbery",8
"roof","roof",8
"rucastles","rucastles",8
"series","series",8
"settled","settled",8
"shade","shade",8
"shrugged","shrugged",8
"sisters","sisters",8
"slip","slip",8
"smell","smell",8
"somewhat","somewhat",8
"spare","spare",8
"spaulding","spaulding",8
"stand","stand",8
"startled","startled",8
"stay","stay",8
"stopped","stopped",8
"straight","straight",8
"suggest","suggest",8
"suggestive","suggestive",8
"suspicion","suspicion",8
"swandam","swandam",8
"tide","tide",8
"tobacco","tobacco",8
"trees","trees",8
"try","try",8
"trying","trying",8
"tut","tut",8
"twelve","twelve",8
"undoubtedly","undoubtedly",8
"unusual","unusual",8
"veil","veil",8
"walls","walls",8
"waterloo","waterloo",8
"weapon","weapon",8
"winding","winding",8
"women","women",8
"wore","wore",8
"1000","1000",7
"accustomed","accustomed",7
"actually","actually",7
"advise","advise",7
"aid","aid",7
"allow","allow",7
"alpha","alpha",7
"angle","angle",7
"apology","apology",7
"apply","apply",7
"approached","approached",7
"aside","aside",7
"assizes","assizes",7
"assure","assure",7
"bachelor","bachelor",7
"backward","backward",7
"boone","boone",7
"bound","bound",7
"brandy","brandy",7
"breckinridge","breckinridge",7
"bridegroom","bridegroom",7
"brother","brother",7
"burnwell","burnwell",7
"burst","burst",7
"busy","busy",7
"buy","buy",7
"children","children",7
"chuckled","chuckled",7
"clergyman","clergyman",7
"clever","clever",7
"cloak","cloak",7
"cloth","cloth",7
"collar","collar",7
"committed","committed",7
"connected","connected",7
"consider","consider",7
"considerably","considerably",7
"cooee","cooee",7
"crowd","crowd",7
"cunning","cunning",7
"delicate","delicate",7
"depend","depend",7
"despair","despair",7
"detective","detective",7
"devil","devil",7
"dirty","dirty",7
"doors","doors",7
"downstairs","downstairs",7
"dried","dried",7
"duke","duke",7
"dull","dull",7
"duncan","duncan",7
"duties","duties",7
"earn","earn",7
"east","east",7
"eleven","eleven",7
"energy","energy",7
"engineer","engineer",7
"extremely","extremely",7
"fair","fair",7
"fairly","fairly",7
